review,label
bring your own bottle .,1
the drinks were very good and reasonably priced .,1
when she delivered their food there was not a single mention of the delay .,0
"very fresh ingredients , and simply delicious .",1
we were rushed through our meals like we were n't wanted !,0
too bad .,0
the only thing with an aroma in this place was the tomato sauce .,0
best bakery in town !,1
this place is great to have down the street from me .,1
"i ordered the beef vermicelli bowl , one egg roll , one spring roll .",0
it 's one of my favorite locations .,1
pittsburgh indoor tennis club is a great business !,1
very nice !,1
"being from la , i was disappointed with the tacos .",0
that 's unacceptable .,0
good food and beautiful space .,1
this is a great little store .,1
"they are friendly , they are accurate and they are busy .",1
... lightly breaded and cooked perfectly .,1
definitely stop by if you 're headed to the south side !,1
very low quality food for the price .,0
"seriously , would it kill you to add more rice noodles ?",0
mine was just disappointing .,0
the service is the worst i 've ever seen .,0
so incompetent i did not even get a chance to rate the actual service .,0
and for $ _num_ that 's disappointing .,0
this is the worst chinese food i 've ever had in pittsburgh .,0
service is amazing .,1
the food was great !,1
"but i still recommend this place , always a fun time .",1
my boyfriend ordered the pork rice vermicelli bowl .,0
i got into town late afternoon yesterday and it was pouring .,1
so not worth the walk that we took to get here .,0
small and cozy very nice and relaxing afternoon !,1
i told my friend to forget about it .,0
i did not receive water or any service for _num_ minutes .,0
good food good service .,1
long wait time for initial service and drink refills .,0
"took my friends from out of town to lidia last night , very disappointed .",0
highly recommend .,1
"we were in an area with a server , but the service was terrible .",0
i woke up with a stuffy nose and in need of some hot soup .,0
"stephanie , who was very friendly and knowledgeable of the menu was great .",1
i had a great experience .,1
will never return to any location !,0
and every one in the store is always so helpful .,1
"had this pizza been cooked , i feel like it would be subpar .",0
it was thick and gooey and the flavor did n't wow .,0
"i created an account just to review this shop , it 's that awesome .",1
i 've ordered their breadsticks the past two times and have been impressed .,1
this place is pretty bad .,0
kitchen staff was slow in execution especially for not having a big crowd .,0
i 've had bad experiences here a few times now .,0
disappointed .,0
reasonably priced and a nice atmosphere !,1
to be honest this place was not that good at all .,0
service is fast and friendly .,1
"they treat my animals and me with patience , kindness and respect .",1
this is the worst company as far as billing & customer service are concerned .,0
the staff completely ignored it .,0
thank you !,1
"inside is just average quality , equally average priced produce .",0
go bucks !,1
i did not use the comforter and one of the layers .,0
had to pull forward and wait another ten minutes for food .,0
outstanding lattes .,1
so disappointed !,0
"love the peach ice cream , want to come back for a float !",1
great guys there .,1
cool environment and great sushi .,1
so it looks and smells like amazing coffee and tea .,1
i shopped here today for the second or third time .,1
it is all watered down and gross .,0
i 'll spend my money elsewhere !,0
"truly , if at all possible , avoid her !",0
the small courtyard outside is the perfect place to enjoy the free breakfast !,1
highly recommend checking out .,1
we were in a hurry because of limited visiting hours .,0
i usually do both dry cleaning and wash and fold here .,0
great german food .,1
one word ; gross .,0
the sauce was not a good flavor at all .,0
none of them responded to me .,0
"steel pride , baby !",1
you may want to consider having the pizza delivered .,0
we could n't eat it .,0
the manager here needs better training .,0
_num_ hilarious conversation .,1
_num_ hour wait and then cold food served .,0
and the restaurant is empty !,0
would n't come here again .,0
she brought a pile of beverage napkins .,0
no `` i 'm sorry . '',0
"the ambience , service and food were all very good .",1
the next days brought many more thanks and compliments .,1
was somewhat disappointed with my order from bagel factory today .,0
"other than that , the food was great .",1
you can come here and have a great consistent experience .,1
always delicious and the service is nice .,1
the desserts are fabulous !,1
"the veggies were about average , not fresh , but did n't taste gross .",0
extremely disappointed .,0
"but as i ate , i was even more disappointed .",0
"if i remembered her name , i would definitely mention it in this review .",0
_num_ hour and _num_ mins is ridiculously long to wait !,0
the store itself seemed really outdated and stinky .,0
even the guacamole was too hot .,0
"dont like too soft pasta , al dente preferred .",0
awesome place for lunch .,1
that is a nice feature .,1
no chicken .,0
liked it so much that i think i 'm going to be a member .,1
visited this place for the first time last night and it was great !,1
no thanks .,0
the restaurant setting is very typical of a vietnamese restaurant .,0
this was probably the worst plain cake donut i 've ever had .,0
the musicians were great they made this place awesome .,1
had lobster bisque soup not to good .,0
no he did n't !,0
"decent size , decent selection , decent staff .",1
very disappointed .,0
i can really appreciate when a business is well run .,1
evening started pretty badly and did not get much better .,0
i am sorry to say that this place still stinks .,0
good sushi and nice staff .,1
"same goes for milk , cold cuts and breakfast meat products .",0
we ate about a quarter of the food & could n't even finish it .,0
we had reservations on saturday night and the place was pretty full .,1
i rarely write negative reviews .,0
this man knows what he is doing !,1
i highly recommend them !,1
i got the baked spinach and artichoke dip and it was superb .,1
really awesome food and amazing customer service .,1
i enjoy all of the people at this salon .,1
"if i asked the price , she did n't know and did n't look .",0
he barely let me talk and continuously spoke over me .,0
the beer selection is great and the prices for everything are reasonable .,1
always very good .,1
i guess because the big box stores are cheaper and maybe more accessible .,0
"fabulous beer selection , enjoyed eating outside , and great famous lobster roll sandwich .",1
the resturant is bright and light and fun to hang out at for lunch .,1
: ) great humor too !,1
great beer selection on tap .,1
go to the original pancake house about _num_ minutes away for a better breakfast .,0
